time(h:m:s),Pressure,Temperature,Humidity
21:59:33,900.681,13.02,43.0527
21:59:33,900.618,13.01,42.9854
21:59:33,900.728,13.01,42.5254
21:59:34,900.688,13.02,42.7393
21:59:34,900.625,13.02,43.2207
21:59:34,900.673,13.01,42.6377
21:59:34,900.618,13.01,43.502
21:59:34,900.688,13.02,43.2891
21:59:34,900.646,13.01,43.0645
21:59:34,900.633,13.02,43.0088
21:59:34,900.625,13.02,43.2324
21:59:34,900.633,13.02,43.043
21:59:34,900.653,13.02,43.0303
21:59:34,900.688,13.02,43.2217
21:59:34,900.66,13.02,42.9307
21:59:34,900.625,13.02,43.0195
21:59:34,900.625,13.02,43.1426
21:59:34,900.673,13.01,43.1318
21:59:34,900.653,13.02,43.1875
21:59:34,900.646,13.01,43.333
21:59:34,900.638,13.01,42.9736
21:59:34,900.66,13.02,43.1543
21:59:34,900.66,13.02,43.1436
21:59:34,900.66,13.02,43.3789
21:59:34,900.633,13.02,43.0986
21:59:34,900.701,13.01,43.042
21:59:34,900.673,13.01,43.2549
21:59:34,900.688,13.02,43.0654
21:59:34,900.625,13.02,43.2549
21:59:34,900.605,13.02,42.9414
21:59:34,900.64,13.03,43.4248
21:59:34,900.605,13.02,43.1104
21:59:34,900.625,13.02,43.5693
21:59:34,900.605,13.02,42.6611
21:59:35,900.625,13.02,43.1426
21:59:35,900.646,13.01,42.8398
21:59:35,900.605,13.02,42.9531
21:59:35,900.653,13.02,43.0977
21:59:35,900.673,13.01,43.1543
21:59:35,900.681,13.02,43.0078
21:59:35,900.688,13.02,42.7734
21:59:35,900.618,13.01,43.3105
21:59:35,900.605,13.02,43.0762
21:59:35,900.668,13.03,43.1895
21:59:35,900.633,13.02,43.2217
21:59:35,900.653,13.02,43.3896
21:59:35,900.598,13.02,43.5244
21:59:35,900.633,13.02,42.998
21:59:35,900.613,13.03,43.1221
21:59:35,900.598,13.02,43.0527
21:59:35,900.585,13.03,43.2119
21:59:35,900.57,13.02,42.9971
21:59:35,900.55,13.02,42.9414
21:59:35,900.66,13.02,42.9639
21:59:35,900.633,13.02,43.1211
21:59:35,900.633,13.02,42.9414
21:59:35,900.633,13.02,43.2891
21:59:35,900.55,13.02,43.2559
21:59:35,900.542,13.02,43.0869
21:59:35,900.542,13.02,42.918
21:59:35,900.605,13.02,43.3232
21:59:35,900.577,13.02,42.8408
21:59:35,900.577,13.02,42.6611
21:59:35,900.577,13.02,42.7734
21:59:35,900.592,13.03,43.1445
21:59:35,900.557,13.03,42.9766
21:59:35,900.585,13.03,43.1777
21:59:36,900.577,13.02,43.043
21:59:36,900.62,13.03,43.1777
21:59:36,900.585,13.03,43.0205
21:59:36,900.613,13.03,43.0879
21:59:36,900.557,13.03,43.2002
21:59:36,900.51,13.03,43.0439
21:59:36,900.552,13.04,42.9541
21:59:36,900.585,13.03,43.1104
21:59:36,900.439,13.02,42.8184
21:59:36,900.53,13.03,43.3242
21:59:36,900.489,13.04,42.9316
21:59:36,900.592,13.03,43.3799
21:59:36,900.55,13.02,43.0537
21:59:36,900.613,13.03,43.2676
21:59:36,900.537,13.03,43.2568
21:59:36,900.522,13.02,42.751
21:59:36,900.475,13.03,43.2344
21:59:36,900.522,13.02,42.9307
21:59:36,900.585,13.03,42.9199
21:59:36,900.592,13.03,43.29
21:59:36,900.557,13.03,42.8076
21:59:36,900.53,13.03,42.752
21:59:36,900.53,13.03,42.875
21:59:36,900.494,13.02,43.3232
21:59:36,900.51,13.03,42.752
21:59:36,900.494,13.02,43.043
21:59:36,900.53,13.03,43.1777
21:59:36,900.487,13.02,43.1543
21:59:36,900.522,13.02,42.8633
21:59:36,900.53,13.03,42.9316
21:59:36,900.53,13.03,42.8525
21:59:36,900.494,13.02,42.7393
21:59:37,900.537,13.03,43.1221
21:59:37,900.475,13.03,42.9316
21:59:37,900.51,13.03,43.0547
21:59:37,900.51,13.03,43.2676
21:59:37,900.482,13.03,43.1553
21:59:37,900.489,13.04,43.0889
21:59:37,900.537,13.03,43.4023
21:59:37,900.51,13.03,43.1104
21:59:37,900.467,13.02,43.166
21:59:37,900.475,13.03,43.3242
21:59:37,900.537,13.03,42.9199
21:59:37,900.51,13.03,43.0654
21:59:37,900.525,13.04,42.9883
21:59:37,900.434,13.04,43.2236
21:59:37,900.537,13.03,43.0996
21:59:37,900.427,13.03,43.1553
21:59:37,900.462,13.04,43.168
21:59:37,900.497,13.04,42.8652
21:59:37,900.434,13.04,42.8984
21:59:37,900.475,13.03,42.875
21:59:37,900.386,13.04,43.1904
21:59:37,900.427,13.03,43.0322
21:59:37,900.434,13.04,43.1338
21:59:37,900.406,13.04,43.0889
21:59:37,900.414,13.04,43.3135
21:59:37,900.442,13.04,43.1113
21:59:37,900.449,13.05,43.1016
21:59:37,900.406,13.04,43.291
21:59:37,900.449,13.05,43.1914
21:59:37,900.386,13.04,42.8311
21:59:37,900.434,13.04,42.7637
21:59:37,900.442,13.04,42.708
21:59:37,900.427,13.03,43.167
21:59:38,900.442,13.04,43.1113
21:59:38,900.394,13.05,43.0566
21:59:38,900.497,13.04,43.0332
21:59:38,900.421,13.05,43.0566
21:59:38,900.469,13.04,43.2578
21:59:38,900.351,13.04,42.8428
21:59:38,900.386,13.04,42.7637
21:59:38,900.386,13.04,43.0664
21:59:38,900.379,13.04,43.3477
21:59:38,900.373,13.05,43.2695
21:59:38,900.386,13.04,43.0439
21:59:38,900.386,13.04,42.9541
21:59:38,900.442,13.04,43.0215
21:59:38,900.331,13.04,43.1113
21:59:38,900.359,13.04,42.8652
21:59:38,900.386,13.04,42.7754
21:59:38,900.399,13.03,42.9424
21:59:38,900.399,13.03,43.2451
21:59:38,900.338,13.05,43.1123
21:59:38,900.399,13.03,43.2568
21:59:38,900.386,13.04,42.708
21:59:38,900.394,13.05,43.2363
21:59:38,900.386,13.04,42.7529
21:59:38,900.331,13.04,43.1562
21:59:38,900.386,13.04,43.1006
21:59:38,900.414,13.04,43.2354
21:59:38,900.394,13.05,42.9219
21:59:38,900.421,13.05,43.0225
21:59:38,900.401,13.05,43.2021
21:59:38,900.338,13.05,42.7539
21:59:38,900.366,13.05,42.9775
21:59:38,900.366,13.05,42.7314
21:59:39,900.386,13.04,42.9883
21:59:39,900.351,13.04,43.2012
21:59:39,900.394,13.05,43.0449
21:59:39,900.394,13.05,43.124
21:59:39,900.331,13.04,42.6514
21:59:39,900.331,13.04,42.9209
21:59:39,900.373,13.05,43.2021
21:59:39,900.414,13.04,42.9658
21:59:39,900.346,13.05,43.5391
21:59:39,900.401,13.05,43.3369
21:59:39,900.338,13.05,43.0449
21:59:39,900.394,13.05,43.2695
21:59:39,900.366,13.05,43
21:59:39,900.401,13.05,43.2139
21:59:39,900.346,13.05,43.1572
21:59:39,900.401,13.05,43.0342
21:59:39,900.331,13.04,43.2354
21:59:39,900.373,13.05,42.8096
21:59:39,900.311,13.05,42.9893
21:59:39,900.359,13.04,43.3584
21:59:39,900.296,13.04,43.0439
21:59:39,900.394,13.05,43.2363
21:59:39,900.346,13.05,42.7422
21:59:39,900.359,13.04,43.0107
21:59:39,900.346,13.05,43.1797
21:59:39,900.318,13.05,42.6865
21:59:39,900.291,13.05,43.0225
21:59:39,900.326,13.06,42.9785
21:59:39,900.331,13.04,43.0439
21:59:39,900.326,13.06,42.9785
21:59:39,900.318,13.05,43.1797
21:59:40,900.263,13.05,42.7197
21:59:40,900.283,13.05,42.8877
21:59:40,900.291,13.05,43.0117
21:59:40,900.25,13.06,42.9785
21:59:40,900.298,13.06,43.2822
21:59:40,900.298,13.06,43.2822
21:59:40,900.298,13.06,42.8887
21:59:40,900.271,13.06,43.0127
21:59:40,900.361,13.06,42.9678
21:59:40,900.306,13.06,42.7314
21:59:40,900.326,13.06,42.9902
21:59:40,900.306,13.06,43.3047
21:59:40,900.258,13.07,43.2148
21:59:40,900.271,13.06,43.2598
21:59:40,900.291,13.05,43.1914
21:59:40,900.318,13.05,43.1689
21:59:40,900.25,13.06,43.1133
21:59:40,900.256,13.05,42.7314
21:59:40,900.333,13.06,43.4277
21:59:40,900.2,13.05,42.7422
21:59:40,900.271,13.06,43.0801
21:59:40,900.276,13.04,42.9658
21:59:40,900.25,13.06,42.8213
21:59:40,900.235,13.05,42.709
21:59:40,900.223,13.06,43.2598
21:59:40,900.25,13.06,43.1924
21:59:40,900.235,13.05,43.0117
21:59:40,900.25,13.06,42.7539
21:59:40,900.306,13.06,43.2148
21:59:40,900.258,13.07,43.1934
21:59:40,900.223,13.06,43.1475
21:59:40,900.195,13.06,43.2705
21:59:40,900.25,13.06,43.0801
21:59:41,900.223,13.06,42.7656
21:59:41,900.188,13.06,43.125
21:59:41,900.18,13.05,43.1016
21:59:41,900.175,13.07,43.3613
21:59:41,900.265,13.07,42.7998
21:59:41,900.25,13.06,43.3711
21:59:41,900.243,13.06,43.2373
21:59:41,900.167,13.06,43.1699
21:59:41,900.155,13.07,43.1709
21:59:41,900.195,13.06,42.9561
21:59:41,900.16,13.06,43.1133
21:59:41,900.215,13.06,42.7314
21:59:41,900.265,13.07,43.0918
21:59:41,900.14,13.06,42.8105
21:59:41,900.195,13.06,43.1807
21:59:41,900.14,13.06,42.9004
21:59:41,900.167,13.06,43.0352
21:59:41,900.195,13.06,42.9336
21:59:41,900.147,13.07,43.2148
21:59:41,900.14,13.06,42.8213
21:59:41,900.16,13.06,42.5977
21:59:41,900.119,13.07,43.1484
21:59:41,900.112,13.06,43.0234
21:59:41,900.147,13.07,42.9346
21:59:41,900.175,13.07,42.8896
21:59:41,900.155,13.07,42.8223
21:59:41,900.175,13.07,43.2373
21:59:41,900.155,13.07,43.2373
21:59:41,900.112,13.06,43.3711
21:59:41,900.119,13.07,43.0137
21:59:41,900.195,13.06,43.1357
21:59:42,900.14,13.06,43.0576
21:59:42,900.155,13.07,43.002
21:59:42,900.155,13.07,43.0811
21:59:42,900.092,13.07,42.9912
21:59:42,900.127,13.07,43.0469
21:59:42,900.147,13.07,42.8115
21:59:42,900.155,13.07,42.8115
21:59:42,900.127,13.07,42.5527
21:59:42,900.127,13.07,43.1143
21:59:42,900.19,13.08,43.25
21:59:42,900.14,13.06,42.8213
21:59:42,900.114,13.08,42.5889
21:59:42,900.119,13.07,43.0244
21:59:42,900.155,13.07,43.0586
21:59:42,900.147,13.07,43.2373
21:59:42,900.155,13.07,42.9238
21:59:42,900.182,13.07,42.9238
21:59:42,900.182,13.07,42.9912
21:59:42,900.155,13.07,43.2598
21:59:42,900.155,13.07,42.6768
21:59:42,900.155,13.07,43.0361
21:59:42,900.134,13.08,43.1377
21:59:42,900.169,13.08,43.4414
21:59:42,900.099,13.07,42.7773
21:59:42,900.155,13.07,43.2041
21:59:42,900.114,13.08,43.1162
21:59:42,900.099,13.07,43.2148
21:59:42,900.127,13.07,43.0137
21:59:42,900.169,13.08,43.3291
21:59:42,900.162,13.08,43.0703
21:59:42,900.169,13.08,43.0371
21:59:42,900.052,13.08,43.0596
21:59:42,900.142,13.08,43.2617
21:59:43,900.099,13.07,42.9014
21:59:43,900.094,13.09,43.2061
21:59:43,900.087,13.08,42.9932
21:59:43,900.127,13.07,42.7998
21:59:43,900.134,13.08,43.2158
21:59:43,900.127,13.07,43.0361
21:59:43,900.169,13.08,42.9932
21:59:43,900.114,13.08,42.8467
21:59:43,900.099,13.07,43.2832
21:59:43,900.162,13.08,42.6436
21:59:43,900.162,13.08,42.9922
21:59:43,900.087,13.08,43.0596
21:59:43,900.099,13.07,43.1143
21:59:43,900.079,13.08,43.1826
21:59:43,900.127,13.07,42.834
21:59:43,900.092,13.07,43.2373
21:59:43,900.155,13.07,43.0918
21:59:43,900.127,13.07,43.1367
21:59:43,900.099,13.07,43.1816
21:59:43,900.064,13.07,43.3047
21:59:43,900.052,13.08,43.082
21:59:43,900.079,13.08,43.2725
21:59:43,900.114,13.08,43.1719
21:59:43,900.099,13.07,43.2598
21:59:43,900.092,13.07,43.249
21:59:43,900.044,13.07,43.1816
21:59:43,900.099,13.07,43.0361
21:59:43,900.079,13.08,43.0146
21:59:43,900.052,13.08,42.9131
21:59:43,900.059,13.08,42.9033
21:59:43,900.044,13.07,42.7666
21:59:43,900.129,13.09,42.6123
21:59:44,900.107,13.08,42.8906
21:59:44,900.052,13.08,43.2832
21:59:44,900.044,13.07,43.002
21:59:44,900.107,13.08,42.8906
21:59:44,900.114,13.08,43.1943
21:59:44,900.087,13.08,43.1836
21:59:44,900.059,13.08,43.0371
21:59:44,900.052,13.08,43.0029
21:59:44,900.059,13.08,43.0596
21:59:44,900.059,13.08,43.2285
21:59:44,900.031,13.08,42.8018
21:59:44,900.114,13.08,43.0264
21:59:44,899.976,13.08,43.0713
21:59:44,900.046,13.09,42.8818
21:59:44,900.046,13.09,42.7021
21:59:44,900.054,13.1,42.8926
21:59:44,899.991,13.09,43.252
21:59:44,900.019,13.09,43.0498
21:59:44,899.991,13.09,42.915
21:59:44,900.026,13.1,43.1172
21:59:44,899.984,13.09,43.1045
21:59:44,899.956,13.09,42.9033
21:59:44,900.067,13.09,42.9258
21:59:44,900.061,13.1,43.2979
21:59:44,899.991,13.09,43.0605
21:59:44,899.998,13.1,42.8926
21:59:44,900.011,13.09,43.1611
21:59:44,899.943,13.1,42.7695
21:59:44,899.956,13.09,43.1836
21:59:44,899.991,13.09,43.2744
21:59:44,899.963,13.09,42.8477
21:59:44,899.956,13.09,43.2617
21:59:45,900.046,13.09,43.4766
21:59:45,900.026,13.1,42.8145
21:59:45,899.978,13.1,43.208
21:59:45,899.956,13.09,43.374
21:59:45,899.978,13.1,42.8711
21:59:45,899.978,13.1,42.8145
21:59:45,899.998,13.1,43.0605
21:59:45,899.978,13.1,43.2979
21:59:45,899.991,13.09,43.3643
21:59:45,900.013,13.11,43.1074
21:59:45,900.006,13.1,42.748
21:59:45,899.971,13.1,43.1846
21:59:45,899.963,13.09,43.0947
21:59:45,899.916,13.1,42.7803
21:59:45,899.978,13.1,43.1064
21:59:45,899.998,13.1,43.0156
21:59:45,899.963,13.09,42.8027
21:59:45,899.908,13.09,43.0273
21:59:45,899.845,13.09,42.9707
21:59:45,899.908,13.09,42.6123
21:59:45,899.936,13.09,42.5332
21:59:45,899.88,13.09,42.9932
21:59:45,899.825,13.09,43.0049
21:59:45,899.908,13.09,43.2744
21:59:45,899.916,13.1,42.5332
21:59:45,899.893,13.08,43.127
21:59:45,899.936,13.09,43.0605
21:59:45,899.923,13.1,42.9268
21:59:45,899.916,13.1,42.7354
21:59:45,899.908,13.09,42.7246
21:59:45,899.833,13.1,42.9492
21:59:45,899.86,13.1,42.8252
21:59:46,899.888,13.1,42.7803
21:59:46,899.853,13.09,42.8818
21:59:46,899.901,13.09,42.8584
21:59:46,899.84,13.1,43.499
21:59:46,899.86,13.1,43.1953
21:59:46,899.903,13.11,43.04
21:59:46,899.868,13.1,43.0391
21:59:46,899.916,13.1,43.0605
21:59:46,899.853,13.09,43.0498
21:59:46,899.812,13.1,42.7139
21:59:46,899.86,13.1,42.8252
21:59:46,899.853,13.09,42.8369
21:59:46,899.86,13.1,42.96
21:59:46,899.798,13.09,42.8027
21:59:46,899.812,13.1,42.7139
21:59:46,899.812,13.1,43.3086
21:59:46,899.785,13.1,42.8262
21:59:46,899.825,13.09,43.0605
21:59:46,899.82,13.11,43.1973
21:59:46,899.777,13.1,43.0156
21:59:46,899.812,13.1,42.9609
21:59:46,899.805,13.1,43.1279
21:59:46,899.86,13.1,42.668
21:59:46,899.805,13.1,42.9932
21:59:46,899.702,13.1,42.6689
21:59:46,899.805,13.1,42.8145
21:59:46,899.729,13.1,42.7031
21:59:46,899.805,13.1,43.1621
21:59:46,899.777,13.1,43.0723
21:59:46,899.792,13.11,42.9844
21:59:46,899.729,13.1,43.376
21:59:46,899.757,13.1,42.792
21:59:47,899.674,13.1,42.9385
21:59:47,899.765,13.11,43.1074
21:59:47,899.717,13.11,43.085
21:59:47,899.689,13.11,42.9619
21:59:47,899.8,13.11,42.9951
21:59:47,899.772,13.11,43.1641
21:59:47,899.689,13.11,43.377
21:59:47,899.696,13.12,42.9619
21:59:47,899.611,13.1,42.8369
21:59:47,899.717,13.11,43.1865
21:59:47,899.709,13.11,43.1748
21:59:47,899.669,13.12,42.7256
21:59:47,899.646,13.1,42.9492
21:59:47,899.599,13.11,42.7256
21:59:47,899.646,13.1,42.6689
21:59:47,899.682,13.11,43.0293
21:59:47,899.661,13.11,43.1523
21:59:47,899.599,13.11,42.9502
21:59:47,899.689,13.11,43.2764
21:59:47,899.606,13.11,43.209
21:59:47,899.606,13.11,42.9727
21:59:47,899.606,13.11,43.1748
21:59:47,899.606,13.11,43.1416
21:59:47,899.614,13.12,42.7822
21:59:47,899.566,13.12,42.873
21:59:47,899.669,13.12,43.2197
21:59:47,899.621,13.12,43.1201
21:59:47,899.641,13.12,42.5352
21:59:47,899.579,13.11,43.04
21:59:47,899.531,13.12,43.1416
21:59:47,899.579,13.11,43.1641
21:59:47,899.566,13.12,43.2432
21:59:47,899.614,13.12,42.8047
21:59:48,899.614,13.12,42.8604
21:59:48,899.621,13.12,42.9512
21:59:48,899.566,13.12,43.0303
21:59:48,899.558,13.12,43.2764
21:59:48,899.536,13.1,42.9609
21:59:48,899.566,13.12,43.1533
21:59:48,899.566,13.12,42.7158
21:59:48,899.558,13.12,43.3213
21:59:48,899.503,13.12,43.0967
21:59:48,899.511,13.12,43.2656
21:59:48,899.538,13.12,43.1533
21:59:48,899.455,13.12,43.165
21:59:48,899.546,13.13,42.7725
21:59:48,899.518,13.13,42.8174
21:59:48,899.558,13.12,42.748
21:59:48,899.544,13.11,43.209
21:59:48,899.511,13.12,43.0635
21:59:48,899.503,13.12,42.9951
21:59:48,899.496,13.11,42.6025
21:59:48,899.468,13.11,42.8379
21:59:48,899.496,13.11,43.1865
21:59:48,899.496,13.11,43.1865
21:59:48,899.475,13.12,43.1748
21:59:48,899.496,13.11,42.8271
21:59:48,899.475,13.12,43.0742
21:59:48,899.455,13.12,43.0303
21:59:48,899.468,13.11,42.9502
21:59:48,899.455,13.12,43.0078
21:59:48,899.455,13.12,42.8955
21:59:48,899.496,13.11,42.9844
21:59:48,899.448,13.12,43.3213
21:59:49,899.387,13.13,42.7617
21:59:49,899.407,13.13,42.75
21:59:49,899.428,13.12,42.7041
21:59:49,899.463,13.13,42.9297
21:59:49,899.4,13.12,43.0186
21:59:49,899.4,13.12,43.1201
21:59:49,899.415,13.13,43.1436
21:59:49,899.352,13.13,43.0986
21:59:49,899.38,13.13,42.7168
21:59:49,899.428,13.12,42.8281
21:59:49,899.38,13.13,43.0986
21:59:49,899.4,13.12,42.9062
21:59:49,899.442,13.13,43.0088
21:59:49,899.45,13.14,43.1318
21:59:49,899.4,13.12,42.5918
21:59:49,899.4,13.12,42.6484
21:59:49,899.387,13.13,42.8398
21:59:49,899.463,13.13,43.0762
21:59:49,899.428,13.12,43.2988
21:59:49,899.442,13.13,43.0195
21:59:49,899.4,13.12,42.8389
21:59:49,899.38,13.13,43.2109
21:59:49,899.4,13.12,42.6143
21:59:49,899.372,13.12,43.0186
21:59:49,899.4,13.12,43.041
21:59:49,899.4,13.12,43.0752
21:59:49,899.359,13.13,42.7051
21:59:49,899.352,13.13,43.1768
21:59:49,899.428,13.12,43.1201
21:59:49,899.387,13.13,42.9971
21:59:49,899.442,13.13,43.1318
21:59:49,899.38,13.13,42.9971
21:59:50,899.387,13.13,43.1992
21:59:50,899.269,13.13,43.1543
21:59:50,899.324,13.13,42.9639
21:59:50,899.359,13.13,42.75
21:59:50,899.374,13.14,43.3574
21:59:50,899.359,13.13,43.1211
21:59:50,899.359,13.13,43.457
21:59:50,899.367,13.14,43.042
21:59:50,899.332,13.13,43.1992
21:59:50,899.395,13.14,43.0986
21:59:50,899.359,13.13,42.9521
21:59:50,899.38,13.13,42.9971
21:59:50,899.339,13.14,42.8623
21:59:50,899.359,13.13,42.874
21:59:50,899.367,13.14,43.166
21:59:50,899.374,13.14,43.1553
21:59:50,899.402,13.14,43.2227
21:59:50,899.304,13.13,42.7275
21:59:50,899.422,13.14,43.166
21:59:50,899.359,13.13,43.0195
21:59:50,899.367,13.14,43.1436
21:59:50,899.374,13.14,42.875
21:59:50,899.319,13.14,43.1328
21:59:50,899.359,13.13,43.1436
21:59:50,899.339,13.14,42.9521
21:59:50,899.387,13.13,43.1211
21:59:50,899.347,13.14,42.8076
21:59:50,899.339,13.14,43.1211
21:59:50,899.312,13.14,42.9863
21:59:50,899.319,13.14,42.8857
21:59:50,899.277,13.13,42.874
21:59:50,899.332,13.13,42.8174
21:59:51,899.304,13.13,42.8066
21:59:51,899.387,13.13,42.9639
21:59:51,899.284,13.14,42.9971
21:59:51,899.374,13.14,42.9756
21:59:51,899.284,13.14,43.1094
21:59:51,899.284,13.14,43.2324
21:59:51,899.249,13.13,42.9189
21:59:51,899.284,13.14,42.7051
21:59:51,899.299,13.15,42.7861
21:59:51,899.347,13.14,43.1104
21:59:51,899.264,13.14,42.9648
21:59:51,899.264,13.14,42.8525
21:59:51,899.292,13.14,42.9424
21:59:51,899.236,13.14,43.5371
21:59:51,899.349,13.17,43.2354
21:59:51,899.264,13.14,42.8301
21:59:51,899.264,13.14,42.9756
21:59:51,899.319,13.14,43.0537
21:59:51,899.209,13.14,43.2334
21:59:51,899.271,13.15,42.752
21:59:51,899.299,13.15,42.9766
21:59:51,899.209,13.14,43.0322
21:59:51,899.224,13.16,42.9209
21:59:51,899.264,13.14,43.166
21:59:51,899.224,13.16,43.0898
21:59:51,899.181,13.14,42.7402
21:59:51,899.188,13.15,43.3359
21:59:51,899.251,13.16,42.7754
21:59:51,899.307,13.16,42.9658
21:59:51,899.279,13.16,43.2471
21:59:51,899.259,13.16,42.876
21:59:51,899.216,13.15,42.6514
21:59:51,899.216,13.15,43.2568
21:59:52,899.251,13.16,43.2246
21:59:52,899.294,13.17,42.9209
21:59:52,899.244,13.15,43.0098
21:59:52,899.251,13.16,42.9658
21:59:52,899.279,13.16,42.8203
21:59:52,899.251,13.16,43.0898
21:59:52,899.259,13.16,43.1797
21:59:52,899.224,13.16,43.1348
21:59:52,899.314,13.16,42.9102
21:59:52,899.203,13.16,43.1455
21:59:52,899.216,13.15,43.1338
21:59:52,899.244,13.15,42.999
21:59:52,899.251,13.16,43.3145
21:59:52,899.231,13.16,43.0449
21:59:52,899.279,13.16,43.2695
21:59:52,899.238,13.17,42.9102
21:59:52,899.251,13.16,42.8535
21:59:52,899.224,13.16,43.1123
21:59:52,899.279,13.16,43.2803
21:59:52,899.244,13.15,43.0771
21:59:52,899.271,13.15,42.7744
21:59:52,899.216,13.15,42.584
21:59:52,899.238,13.17,43
21:59:52,899.259,13.16,42.4609
21:59:52,899.244,13.15,43.2344
21:59:52,899.271,13.15,42.6064
21:59:52,899.314,13.16,42.9434
21:59:52,899.168,13.16,43.1904
21:59:52,899.279,13.16,42.8428
21:59:52,899.294,13.17,43.1006
21:59:52,899.251,13.16,42.9883
21:59:52,899.244,13.15,43.1895
21:59:53,899.251,13.16,42.9209
21:59:53,899.279,13.16,43
21:59:53,899.286,13.16,43.2471
21:59:53,899.307,13.16,42.6182
21:59:53,899.224,13.16,43.0557
21:59:53,899.259,13.16,43.2021
21:59:53,899.251,13.16,43.3145
21:59:53,899.224,13.16,43.2354
21:59:53,899.307,13.16,43.1123
21:59:53,899.321,13.17,43.1006
21:59:53,899.259,13.16,43.1123
21:59:53,899.251,13.16,43.292
21:59:53,899.279,13.16,43.0225
21:59:53,899.279,13.16,42.9326
21:59:53,899.259,13.16,42.8535
21:59:53,899.286,13.16,42.9102
21:59:53,899.231,13.16,42.7197
21:59:53,899.238,13.17,43.1904
21:59:53,899.307,13.16,43.0674
21:59:53,899.238,13.17,43.0332
21:59:53,899.286,13.16,42.8428
21:59:53,899.294,13.17,42.9434
